4933416E03Rik	NR_040498	chr2	+	159947340	159981289	159981289	159981289	7	159947340,159950968,159968856,159974249,159977253,159978234,159980870,	159947475,159951108,159969013,159974328,159977329,159978355,159981289,
2310001K24Rik	NR_028122	chr2	+	163472544	163473003	163473003	163473003	1	163472544,	163473003,
E230016M11Rik	NR_040278	chr6	+	67036598	67080652	67080652	67080652	7	67036598,67063394,67064612,67066828,67077247,67078226,67079902,	67036935,67063534,67064718,67066948,67077365,67078417,67080652,
Plxna4os1	NR_040277	chr6	+	32511140	32515576	32515576	32515576	2	32511140,32513972,	32511445,32515576,
4732490B19Rik	NR_040276	chr11	-	113203314	113209669	113209669	113209669	4	113203314,113206389,113208985,113209396,	113205167,113206500,113209194,113209669,
9330179D12Rik	NR_040275	chr6	+	127149625	127212419	127212419	127212419	2	127149625,127211499,	127149818,127212419,
9530051G07Rik	NR_040272	chrX	+	153037628	153072915	153072915	153072915	4	153037628,153038438,153045571,153069006,	153037694,153038784,153045664,153072915,
Asb17os	NR_040373	chr3	-	153850373	153852424	153852424	153852424	2	153850373,153852326,	153850770,153852424,
2210408F21Rik	NR_040258	chr6	+	31220350	31337394	31337394	31337394	7	31220350,31277847,31285002,31328288,31335990,31336803,31337229,	31220519,31277955,31285120,31328360,31336062,31336857,31337394,
2210408F21Rik	NR_040257	chr6	+	31220350	31337394	31337394	31337394	8	31220350,31244104,31277847,31285002,31328288,31335990,31336803,31337229,	31220519,31244358,31277955,31285120,31328360,31336062,31336857,31337394,
Gm13483	NR_040362	chr2	+	50296809	50433967	50433967	50433967	3	50296809,50433094,50433490,	50296902,50433243,50433967,
1700019G24Rik	NR_040255	chr6	-	5963896	5977393	5977393	5977393	3	5963896,5969129,5977291,	5964171,5969267,5977393,
A630075F10Rik	NR_033634	chr2	-	170061239	170070671	170070671	170070671	3	170061239,170064589,170070496,	170062921,170064645,170070671,
Gm38402	NR_038065	chr2	+	144465175	144466732	144466732	144466732	1	144465175,	144466732,
AA543186	NR_027448	chr2	-	25327449	25332571	25332571	25332571	2	25327449,25332147,	25328721,25332571,
A930003O13Rik	NR_027362	chr5	-	22738910	22746884	22746884	22746884	3	22738910,22742987,22745584,	22739341,22743207,22746884,
Gm7854	NR_028417	chr5	-	43151685	43235354	43235354	43235354	8	43151685,43154747,43165918,43187532,43188830,43190270,43191293,43234951,	43152140,43154842,43166028,43187605,43188943,43190342,43191404,43235354,
Acss2os	NR_040613	chr2	-	155547039	155556930	155556930	155556930	4	155547039,155551136,155555502,155556798,	155547196,155551358,155555620,155556930,
4930433B08Rik	NR_040544	chr3	-	18468284	18480477	18480477	18480477	4	18468284,18470828,18472647,18480119,	18468352,18470990,18472705,18480477,
4632415L05Rik	NR_027985	chr3	+	19894870	19898984	19898984	19898984	1	19894870,	19898984,
Gm6639	NR_040748	chr3	-	35597151	35666163	35666163	35666163	19	35597151,35618811,35619685,35624351,35627373,35628836,35629717,35636895,35637532,35639508,35641916,35646625,35648792,35650707,35657011,35658219,35660462,35663681,35666082,	35597851,35618875,35619806,35624461,35627532,35628974,35629839,35637079,35637791,35639688,35642078,35646792,35648948,35650785,35657092,35658261,35660612,35663862,35666163,
Gm20755	NR_040559	chr3	+	37898812	37992728	37992728	37992728	4	37898812,37935355,37990096,37991279,	37898941,37935444,37990256,37992728,
Vmn2r-ps11	NR_003962	chr3	-	64632862	64844743	64844743	64844743	9	64632862,64633389,64634233,64643656,64651733,64655380,64724791,64770285,64844501,	64633090,64633555,64634357,64643887,64652603,64655672,64724845,64770339,64844743,
Gm20750	NR_040555	chr3	-	52906755	52927666	52927666	52927666	5	52906755,52910310,52910660,52924590,52927622,	52909875,52910478,52910739,52924694,52927666,
4921511C10Rik	NR_045502	chr3	+	79212918	79253913	79253913	79253913	3	79212918,79248176,79253473,	79213556,79248561,79253913,
Rbm46os	NR_040381	chr3	+	82904476	82943638	82943638	82943638	4	82904476,82917086,82917586,82940728,	82904605,82917153,82917741,82943638,
4930407G08Rik	NR_131071	chr4	+	107953931	107960721	107960721	107960721	3	107953931,107957015,107960141,	107953971,107957093,107960721,
Gm38416	NR_131057	chr8	+	117681621	117693198	117693198	117693198	8	117681621,117682064,117682533,117683808,117687571,117689170,117689934,117690709,	117681740,117682239,117682697,117684040,117687655,117689257,117690149,117693198,
Gm26839	NR_136760	chr12	+	99563840	99620038	99620038	99620038	4	99563840,99565142,99618795,99619622,	99563956,99565272,99618975,99620038,
Gm29508	NR_136894	chr12	-	103312367	103314769	103314769	103314769	3	103312367,103312726,103314514,	103312604,103312944,103314769,
Slc13a2os	NR_003282	chr11	+	78394484	78405657	78405657	78405657	5	78394484,78394616,78395176,78396678,78402391,	78394505,78394796,78395238,78396776,78405657,
5033417F24Rik	NR_138578	chr1	-	92908377	92910764	92910764	92910764	2	92908377,92910578,	92909978,92910764,
1700019P21Rik	NR_138576	chr1	-	138876271	138876950	138876950	138876950	2	138876271,138876914,	138876645,138876950,
4933427D06Rik	NR_134978	chr6	+	89096109	89110039	89110039	89110039	4	89096109,89098571,89101513,89107667,	89096234,89098633,89101582,89110039,
Tsc22d3	NR_122039	chrX	-	140539528	140542668	140542668	140542668	3	140539528,140542104,140542510,	140541107,140542156,140542668,
Gm1965	NR_121596	chr6	+	89140993	89147370	89147370	89147370	2	89140993,89145158,	89141085,89147370,
Gm1965	NR_121595	chr6	+	89140993	89147370	89147370	89147370	3	89140993,89144612,89145158,	89141085,89144676,89147370,
Gm1965	NR_121594	chr6	+	89140993	89147370	89147370	89147370	3	89140993,89144561,89145158,	89141085,89144676,89147370,
Gm1965	NR_121593	chr6	+	89140993	89147370	89147370	89147370	3	89140993,89144547,89145158,	89141085,89144676,89147370,
Gm5087	NR_121589	chr14	-	13263132	13284638	13284638	13284638	5	13263132,13264009,13264879,13271315,13284511,	13263742,13264026,13265016,13271391,13284638,
Gm5087	NR_121588	chr14	-	13157387	13284638	13284638	13284638	4	13157387,13170587,13264009,13284511,	13159072,13170679,13264026,13284638,
Slco6b1	NR_120500	chr1	-	96906175	96997560	96997560	96997560	15	96906175,96910210,96911813,96921917,96924288,96929691,96941874,96947479,96953016,96961074,96965277,96987816,96988541,96995023,96997121,	96906340,96910260,96911972,96922055,96924353,96929879,96942028,96947675,96953161,96961184,96965393,96987913,96988733,96995284,96997560,
Gm6602	NR_045362	chr3	+	111881902	112082001	112082001	112082001	4	111881902,111947423,112050734,112080629,	111882286,111947536,112050792,112082001,
Snhg4	NR_038073	chr18	+	35553409	35558316	35558316	35558316	4	35553409,35554426,35556615,35557336,	35553469,35554461,35556691,35558316,
Gm19589	NR_037971	chr1	+	88551516	88562166	88562166	88562166	6	88551516,88555156,88556324,88557208,88559867,88560575,	88551767,88555252,88556775,88557318,88559990,88562166,
9330178D15Rik	NR_040553	chr3	+	155976353	156008592	156008592	156008592	5	155976353,155987348,156001681,156004157,156005495,	155976442,155987447,156001767,156004237,156008592,
Dnm3os	NR_002870	chr1	+	162217622	162225550	162225550	162225550	1	162217622,	162225550,
Chn1os3	NR_040623	chr2	+	73596525	73616012	73616012	73616012	4	73596525,73612457,73613189,73614082,	73597019,73612564,73613365,73616012,
1700123O12Rik	NR_045185	chr4	-	10508030	10797802	10797802	10797802	5	10508030,10742887,10745985,10776503,10797641,	10508098,10743064,10746087,10776563,10797802,
9430065F17Rik	NR_131099	chr13	+	67553233	67564009	67564009	67564009	4	67553233,67553573,67559184,67563727,	67553353,67553629,67559287,67564009,
4631405J19Rik	NR_110333	chr2	+	93029347	93033445	93033445	93033445	6	93029347,93030137,93030397,93030875,93031465,93033009,	93029647,93030174,93030559,93030955,93031681,93033445,
4930440I19Rik	NR_108098	chr2	+	78051176	78194430	78194430	78194430	7	78051176,78061150,78184520,78184717,78185665,78187936,78194184,	78051338,78061300,78184592,78184875,78185733,78188118,78194430,
4930596I21Rik	NR_108103	chr1	+	138977656	138979246	138979246	138979246	3	138977656,138978091,138979161,	138977882,138978240,138979246,
AI427809	NR_033139	chr4	-	53261355	53270232	53270232	53270232	2	53261355,53270078,	53263234,53270232,
Tnk2os	NR_033493	chr16	-	32665222	32668197	32668197	32668197	3	32665222,32665637,32667954,	32665308,32666700,32668197,
Gm10466	NR_033491	chr11	-	24721005	24730722	24730722	24730722	3	24721005,24726162,24730663,	24723311,24726263,24730722,
Gm9962	NR_033504	chr7	+	57387271	57409941	57409941	57409941	3	57387271,57403911,57408761,	57387394,57404025,57409941,
Fmr1os	NR_033481	chrX	-	68667513	68678399	68678399	68678399	4	68667513,68673318,68677013,68678179,	68669867,68673375,68677125,68678399,
Defa-ps13	NR_002881	chr8	+	19300676	19304794	19304794	19304794	2	19300676,19304648,	19300734,19304794,
4930502A04Rik	NR_040737	chr9	-	68470901	68520200	68520200	68520200	4	68470901,68502247,68503120,68520131,	68471311,68502369,68503384,68520200,
4930461G14Rik	NR_040736	chr9	+	58455172	58469623	58469623	58469623	3	58455172,58466800,58469144,	58455356,58466917,58469623,
4930429F24Rik	NR_040734	chr9	+	79793640	79803235	79803235	79803235	3	79793640,79795739,79802086,	79793865,79795885,79803235,
4833428L15Rik	NR_040732	chr9	-	45416625	45431232	45431232	45431232	5	45416625,45418828,45419856,45421659,45431144,	45417395,45419004,45419983,45421757,45431232,
4933407I05Rik	NR_040731	chr9	+	51914428	51927003	51927003	51927003	3	51914428,51924549,51926532,	51914559,51924743,51927003,
1700072B07Rik	NR_040727	chr9	+	58370503	58374183	58374183	58374183	3	58370503,58373670,58373936,	58370640,58373731,58374183,
Snhg5	NR_040721	chr9	-	88521052	88522897	88522897	88522897	5	88521052,88521649,88521917,88522306,88522483,	88521448,88521716,88521975,88522381,88522897,
1700003G13Rik	NR_040720	chr9	-	45318265	45322079	45322079	45322079	4	45318265,45319092,45321368,45321966,	45318478,45319319,45321520,45322079,
Gm16325	NR_045949	chr3	+	146641931	146651715	146651715	146651715	4	146641931,146648015,146648745,146649380,	146642278,146648451,146648801,146651715,
Gm6634	NR_040556	chr3	-	70772378	70807291	70807291	70807291	4	70772378,70791182,70797995,70807216,	70773805,70791331,70798148,70807291,
Gm10637	NR_040697	chr8	-	87169746	87199850	87199850	87199850	7	87169746,87175741,87180378,87180724,87197860,87198065,87199656,	87169850,87175828,87180452,87180838,87197979,87198212,87199850,
Rab11fip4os1	NR_003283	chr11	-	79607078	79623163	79623163	79623163	3	79607078,79615834,79622899,	79608939,79615896,79623163,
1810007D17Rik	NR_038136	chr19	+	58606328	58629753	58629753	58629753	3	58606328,58628905,58629335,	58606489,58629068,58629753,
Gm13749	NR_027824	chr1	+	63964726	63968999	63968999	63968999	2	63964726,63967639,	63964798,63968999,
1600010M07Rik	NR_037959	chr7	-	109998376	110006646	110006646	110006646	3	109998376,110003585,110006557,	109998773,110003715,110006646,
BC061195	NR_105038	chrX	+	93156153	93156871	93156871	93156871	2	93156153,93156526,	93156383,93156871,
BC061195	NR_105038	chrX	+	93183226	93183944	93183944	93183944	2	93183226,93183599,	93183456,93183944,
LOC100862268	NR_105029	chr3	+	127161304	127168290	127168290	127168290	4	127161304,127161788,127166260,127166830,	127161415,127161858,127166455,127168290,
LOC100862268	NR_105030	chr3	+	127161304	127168290	127168290	127168290	3	127161304,127166260,127166830,	127161415,127166455,127168290,
2900005J15Rik	NR_027851	chr5	+	25100974	25103007	25103007	25103007	1	25100974,	25103007,
Gm11651	NR_104047	chr11	-	105965606	105985694	105985694	105985694	3	105965606,105972424,105985537,	105966576,105972540,105985694,
4930431F12Rik	NR_073013	chr5	+	44966200	44978805	44978805	44978805	10	44966200,44966534,44966798,44967789,44971568,44972079,44972640,44973494,44977056,44977817,	44966310,44966588,44967143,44967959,44971604,44972279,44972769,44973618,44977162,44978805,
1700008K24Rik	NR_038144	chr17	-	49112263	49113533	49113533	49113533	2	49112263,49113316,	49112849,49113533,
Gm19583	NR_045792	chr5	+	75110320	75147107	75147107	75147107	4	75110320,75128170,75139672,75146132,	75110406,75128303,75139844,75147107,
Gm7337	NR_003652	chr5	+	87850358	87853012	87853012	87853012	1	87850358,	87853012,
1700063O14Rik	NR_045383	chr5	-	91766241	91767300	91767300	91767300	3	91766241,91766971,91767276,	91766552,91767128,91767300,
4933428C19Rik	NR_040644	chr4	-	40482839	40525548	40525548	40525548	7	40482839,40484144,40489437,40491552,40521745,40523522,40525522,	40482964,40484252,40489555,40491723,40521912,40523625,40525548,
Tmem150cos	NR_045993	chr5	+	100077961	100095273	100095273	100095273	5	100077961,100092112,100092309,100092913,100094394,	100078140,100092216,100092389,100093011,100095273,
1700083H02Rik	NR_136902	chr12	-	71383153	71384208	71384208	71384208	2	71383153,71384050,	71383632,71384208,
2900052N01Rik	NR_015605	chr9	+	46913602	46927366	46927366	46927366	4	46913602,46920530,46922350,46926422,	46913746,46921951,46922426,46927366,
E130112N10Rik	NR_015604	chr6	+	125231275	125239934	125239934	125239934	2	125231275,125238660,	125231352,125239934,
4930483J18Rik	NR_015603	chr15	+	81190852	81192757	81192757	81192757	2	81190852,81191816,	81191005,81192757,
F730043M19Rik	NR_015602	chr12	-	33111710	33147586	33147586	33147586	6	33111710,33119116,33135965,33139572,33140955,33147131,	33112137,33119332,33136043,33139786,33141116,33147586,
1700047L14Rik	NR_040691	chr5	+	108763841	108768917	108768917	108768917	3	108763841,108767001,108768628,	108763932,108767135,108768917,
A630023P12Rik	NR_102290	chr5	+	110514922	110525979	110525979	110525979	3	110514922,110525043,110525603,	110515073,110525161,110525979,
4930515G01Rik	NR_027872	chr5	-	114773732	114774983	114774983	114774983	1	114773732,	114774983,
1110006O24Rik	NR_027810	chr5	-	115631048	115631816	115631816	115631816	1	115631048,	115631816,
Gm38404	NR_073373	chr6	-	127296185	127307967	127307967	127307967	4	127296185,127298218,127302398,127307678,	127298108,127298336,127302564,127307967,
Gm5577	NR_026990	chr6	+	87981682	87984180	87984180	87984180	2	87981682,87982959,	87981884,87984180,
E330013P04Rik	NR_026942	chr19	+	60144674	60162591	60162591	60162591	5	60144674,60151528,60152709,60160107,60161060,	60144835,60151598,60152844,60160280,60162591,
Vmn2r-ps159	NR_028141	chr4	+	156331102	156339499	156339499	156339499	4	156331102,156333223,156333913,156338155,	156331387,156333506,156334717,156339499,
A930012L18Rik	NR_026853	chr18	+	44661664	44676271	44676271	44676271	5	44661664,44668794,44672222,44672974,44675375,	44662282,44668890,44672363,44673587,44676271,
Bach2os	NR_026843	chr4	-	32559679	32571662	32571662	32571662	5	32559679,32561533,32563062,32565507,32571583,	32560574,32562009,32563226,32565554,32571662,
Gm9871	NR_027989	chr6	+	101774248	101801982	101801982	101801982	6	101774248,101777175,101782538,101795868,101796640,101801567,	101774356,101777454,101782656,101796332,101796816,101801982,
3110039M20Rik	NR_026733	chr12	+	49389651	49407346	49407346	49407346	3	49389651,49390402,49406848,	49389939,49390470,49407346,
2700099C18Rik	NR_024720	chr17	+	94750099	94775129	94775129	94775129	10	94750099,94755210,94756433,94761497,94762461,94763771,94766856,94771133,94771856,94774891,	94750232,94755305,94756523,94761604,94762620,94763924,94766947,94771238,94771960,94775129,
Tmem80	NR_024509	chr7	+	141328129	141333327	141333327	141333327	3	141328129,141331417,141332909,	141328266,141331561,141333327,
9230116N13Rik	NR_024328	chr1	-	136411915	136415519	136415519	136415519	3	136411915,136413163,136414848,	136412827,136413677,136415519,
9130024F11Rik	NR_024326	chr1	+	56971468	56975196	56975196	56975196	2	56971468,56974257,	56971771,56975196,
Zfp783	NR_027963	chr6	+	47943174	47954549	47954549	47954549	6	47943174,47945428,47945882,47948893,47949880,47950977,	47943377,47945751,47945962,47949019,47949991,47954549,
1700057H21Rik	NR_130155	chr2	-	51421049	51437900	51437900	51437900	3	51421049,51436122,51437693,	51421241,51436229,51437900,
1700001G01Rik	NR_130158	chr18	+	17035507	17137559	17137559	17137559	8	17035507,17036191,17038564,17045369,17122252,17125730,17129394,17137138,	17035864,17036290,17038654,17045446,17122347,17125840,17129707,17137559,
4833422M21Rik	NR_130160	chr15	-	96231869	96254684	96254684	96254684	3	96231869,96253863,96254463,	96232874,96254002,96254684,
BC006965	NR_024085	chr11	-	112663926	112711356	112711356	112711356	6	112663926,112669200,112672083,112672917,112691291,112711081,	112664956,112669327,112672404,112672972,112691435,112711356,
Hoxaas3	NR_015611	chr6	+	52201123	52213597	52213597	52213597	3	52201123,52212385,52213032,	52201291,52212487,52213597,
A330076H08Rik	NR_015599	chr7	-	61943900	61982303	61982303	61982303	4	61943900,61974995,61981676,61981995,	61945241,61975090,61981768,61982303,
1700126H18Rik	NR_040695	chr5	-	66166606	66191335	66191335	66191335	3	66166606,66180016,66191273,	66166762,66180202,66191335,
4930557J02Rik	NR_040703	chr5	+	34118739	34135339	34135339	34135339	4	34118739,34119206,34134299,34135188,	34119121,34119635,34134412,34135339,
C630028M04Rik	NR_040668	chr4	-	51968093	52051110	52051110	52051110	3	51968093,52035526,52051007,	51971248,52035655,52051110,
D830046C22Rik	NR_033147	chr5	+	139377696	139380053	139380053	139380053	1	139377696,	139380053,
Gm12440	NR_110516	chr3	+	99049821	99053742	99053742	99053742	4	99049821,99052267,99053180,99053530,	99049882,99052995,99053247,99053742,
Pantr2	NR_110495	chr1	-	42707062	42713454	42713454	42713454	4	42707062,42708356,42712202,42713354,	42707258,42708418,42712305,42713454,
C230014O12Rik	NR_130173	chr2	-	34018288	34107735	34107735	34107735	4	34018288,34025798,34031445,34107508,	34020496,34025957,34031525,34107735,
A930031H19Rik	NR_130167	chr4	-	131000831	131010474	131010474	131010474	5	131000831,131003655,131003792,131004241,131010288,	131001312,131003699,131003890,131004381,131010474,
4930480K23Rik	NR_130166	chr14	+	69732783	69745869	69745869	69745869	5	69732783,69738237,69739406,69740724,69743412,	69733288,69738387,69739495,69740849,69745869,
4930594O21Rik	NR_130163	chr3	+	37613912	37615276	37615276	37615276	3	37613912,37614123,37614781,	37613989,37614233,37615276,
4930480K23Rik	NR_130157	chr14	+	69732833	69767113	69767113	69767113	3	69732833,69738237,69767064,	69733668,69738387,69767113,
Tug1	NR_110490	chr11	-	3639784	3647536	3647536	3647536	3	3639784,3644771,3646556,	3643179,3645523,3647536,
E230013L22Rik	NR_126558	chr8	+	11477928	11480241	11480241	11480241	2	11477928,11479140,	11478683,11480241,
2500002B13Rik	NR_126556	chr8	+	57505814	57506730	57506730	57506730	2	57505814,57506527,	57505908,57506730,
C030013C21Rik	NR_126552	chr11	-	80507409	80509106	80509106	80509106	3	80507409,80507934,80508555,	80507545,80508042,80509106,
Cdrt4os1	NR_126547	chr11	-	62990452	63004134	63004134	63004134	3	62990452,63002104,63003928,	62991228,63002237,63004134,
1700020D14Rik	NR_126545	chrY	+	206149	207789	207789	207789	3	206149,207226,207471,	206369,207292,207789,
1700020D14Rik	NR_126545	chrY	-	321657	323296	323296	323296	3	321657,322154,323076,	321975,322220,323296,
Far1os	NR_126544	chr7	-	113538025	113564987	113564987	113564987	6	113538025,113540606,113545759,113550637,113556258,113564925,	113538499,113540686,113545844,113550739,113556348,113564987,
Gm16336	NR_045267	chr7	+	110904984	110905851	110905851	110905851	3	110904984,110905433,110905698,	110905103,110905541,110905851,
Gm20257	NR_045007	chr1	+	58652640	58655831	58655831	58655831	2	58652640,58654944,	58652689,58655831,
Gm20756	NR_040771	chr6	+	25931425	25977227	25977227	25977227	9	25931425,25939551,25940082,25941127,25943043,25945110,25955885,25972672,25976510,	25931589,25939659,25940156,25941311,25943145,25945190,25955918,25972775,25977227,
Gm15545	NR_045266	chr7	+	44986899	44994601	44994601	44994601	2	44986899,44993982,	44987370,44994601,
Gm5122	NR_040767	chr9	+	61017068	61019797	61019797	61019797	3	61017068,61018381,61018939,	61017638,61018590,61019797,
9430037G07Rik	NR_040766	chr9	-	88595324	88599243	88599243	88599243	5	88595324,88598468,88598880,88599044,88599215,	88598247,88598564,88598955,88599099,88599243,
B230323A14Rik	NR_040765	chr9	+	69761145	69830199	69830199	69830199	5	69761145,69806786,69821078,69823518,69829680,	69761212,69806904,69821817,69823710,69830199,
4932413F04Rik	NR_040764	chr9	+	103557089	103565891	103565891	103565891	3	103557089,103562371,103565611,	103559495,103562450,103565891,
4930519F24Rik	NR_040763	chr9	+	100022299	100034670	100034670	100034670	3	100022299,100023673,100034550,	100022679,100023750,100034670,
4930511E03Rik	NR_040761	chr6	+	94943833	94951545	94951545	94951545	8	94943833,94944356,94946139,94946705,94948677,94948912,94950015,94950572,	94943902,94944528,94946308,94947035,94948792,94949261,94950070,94951545,
Kcnd3os	NR_040759	chr3	-	105448189	105452955	105452955	105452955	4	105448189,105451128,105451514,105452552,	105448420,105451428,105451670,105452955,
AU023762	NR_040760	chr9	-	113496745	113587152	113587152	113587152	5	113496745,113499022,113501256,113522410,113587092,	113498605,113499072,113501353,113522522,113587152,
2010310C07Rik	NR_045169	chr6	+	42370670	42380558	42380558	42380558	4	42370670,42371252,42378905,42379987,	42370696,42371398,42379007,42380558,
Gm5766	NR_003628	chr16	+	4229228	4231205	4231205	4231205	1	4229228,	4231205,
Gm6498	NR_003630	chr14	+	48198715	48228413	48228413	48228413	3	48198715,48200568,48227337,	48199116,48200690,48228413,
Rps4l	NR_003634	chr6	+	148354655	148355596	148355596	148355596	1	148354655,	148355596,
Rprl1	NR_004434	chr6	-	69326936	69327174	69327174	69327174	1	69326936,	69327174,
1700051A21Rik	NR_045922	chr11	+	72266843	72268556	72268556	72268556	2	72266843,72267880,	72267525,72268556,
Gm20751	NR_046022	chr13	+	43716790	43719038	43719038	43719038	4	43716790,43717985,43718196,43718854,	43717451,43718080,43718526,43719038,
1700054M17Rik	NR_045919	chr2	+	118304913	118308166	118308166	118308166	3	118304913,118305876,118307826,	118304935,118305959,118308166,
1700046C09Rik	NR_045918	chr11	-	14560335	14599225	14599225	14599225	4	14560335,14577921,14578211,14599147,	14560599,14578029,14578323,14599225,
9130221F21Rik	NR_046180	chr6	-	72013895	72042528	72042528	72042528	3	72013895,72017492,72042360,	72015941,72017909,72042528,
Alms1-ps2	NR_040440	chr6	+	85792116	85804057	85804057	85804057	8	85792116,85796129,85797391,85797874,85798611,85799458,85802977,85803900,	85792247,85796247,85797595,85798116,85798765,85799522,85803077,85804057,
2610306M01Rik	NR_028298	chr6	-	86848406	86849440	86849440	86849440	1	86848406,	86849440,
9630013K17Rik	NR_131111	chr11	+	63964225	63968040	63968040	63968040	4	63964225,63965814,63966373,63967572,	63964274,63965929,63966813,63968040,
4921518K17Rik	NR_131110	chr12	-	57585974	57618602	57618602	57618602	5	57585974,57587346,57592880,57617358,57618438,	57586198,57589940,57593136,57617510,57618602,
Atxn7l1os2	NR_131031	chr12	-	33358251	33394760	33394760	33394760	4	33358251,33366264,33383814,33394696,	33360040,33366323,33383912,33394760,
A730004F24Rik	NR_131124	chr1	-	186511837	186558681	186558681	186558681	3	186511837,186519140,186558367,	186513084,186519327,186558681,
Gm6994	NR_033141	chr14	-	77479482	77506868	77506868	77506868	6	77479482,77481121,77486005,77499949,77501334,77506778,	77480168,77481221,77486079,77500039,77501457,77506868,
Gm6313	NR_045867	chr6	-	148606785	148614309	148614309	148614309	3	148606785,148609636,148614213,	148609182,148609705,148614309,
Zim3	NR_036631	chr7	-	6955685	6976662	6976662	6976662	7	6955685,6961168,6965980,6973161,6975233,6976383,6976560,	6955892,6963692,6966038,6973339,6975301,6976470,6976662,
Gm4224	NR_046074	chr7	+	12221315	12225807	12225807	12225807	3	12221315,12222802,12224403,	12221428,12222879,12225807,
Gm2694	NR_125722	chr8	+	87473115	87525552	87525552	87525552	4	87473115,87521735,87524295,87525414,	87473230,87521813,87524427,87525552,
4930445N18Rik	NR_125720	chr18	+	82855896	82859162	82859162	82859162	3	82855896,82856302,82858840,	82856130,82856632,82859162,
A530006G24Rik	NR_046014	chr2	+	147710692	147717632	147717632	147717632	3	147710692,147710978,147716604,	147710866,147711107,147717632,
5730460C07Rik	NR_045801	chr3	-	153789304	153792087	153792087	153792087	3	153789304,153791289,153791881,	153790786,153791435,153792087,
1700021N21Rik	NR_045800	chr4	-	134448764	134450171	134450171	134450171	3	134448764,134449676,134449990,	134449368,134449796,134450171,
Gm9866	NR_045870	chr12	-	27140795	27160516	27160516	27160516	2	27140795,27160229,	27142162,27160516,
Zfp652os	NR_045780	chr11	-	95700105	95712754	95712754	95712754	2	95700105,95712627,	95700515,95712754,
Ubl4a	NR_045779	chrX	-	74365717	74368548	74368548	74368548	3	74365717,74367700,74368415,	74367586,74367909,74368548,
9530080O11Rik	NR_045776	chr4	-	95959710	95967655	95967655	95967655	2	95959710,95967123,	95960657,95967655,
Gm14634	NR_045852	chrX	+	12762277	12821492	12821492	12821492	5	12762277,12770228,12817185,12820084,12820801,	12762986,12770335,12817259,12820165,12821492,
A530072M11Rik	NR_045765	chr4	+	16164109	16266225	16266225	16266225	7	16164109,16172824,16210860,16241964,16252459,16254743,16264919,	16164191,16172984,16210910,16242036,16252569,16254815,16266225,
0610031O16Rik	NR_045760	chr3	-	138210716	138239663	138239663	138239663	3	138210716,138237600,138239488,	138211252,138237713,138239663,
4930500F04Rik	NR_045758	chr5	+	149847746	149864280	149864280	149864280	4	149847746,149848423,149852790,149864090,	149847980,149848472,149852893,149864280,
Gm16833	NR_045754	chr9	+	9236287	9260885	9260885	9260885	4	9236287,9236624,9247138,9260547,	9236451,9236711,9247223,9260885,
Gm16596	NR_045752	chr12	-	108536401	108555618	108555618	108555618	4	108536401,108539397,108540580,108555378,	108537523,108539473,108540638,108555618,
Gm19710	NR_045749	chr3	+	89998759	90001325	90001325	90001325	4	89998759,89999144,90000171,90001114,	89998921,89999297,90000285,90001325,
Gm16675	NR_045750	chr8	-	46730969	46739515	46739515	46739515	3	46730969,46736271,46739161,	46731862,46736343,46739515,
Gm19299	NR_045748	chr9	+	67133560	67163788	67163788	67163788	3	67133560,67157025,67162628,	67133680,67157180,67163788,
E130006D01Rik	NR_045833	chr5	-	111734283	111761728	111761728	111761728	5	111734283,111739126,111739835,111747841,111761635,	111734629,111739213,111739909,111747992,111761728,
Gm20745	NR_045745	chr9	-	68017963	68025714	68025714	68025714	3	68017963,68024633,68025330,	68021054,68024954,68025714,
Gm20744	NR_045744	chr7	+	82070386	82081758	82081758	82081758	4	82070386,82071337,82076281,82079486,	82070510,82071498,82076350,82081758,
D930007P13Rik	NR_045743	chr15	-	103123069	103146828	103146828	103146828	7	103123069,103125750,103126017,103126958,103143946,103145514,103146313,	103123292,103125867,103126238,103127038,103144028,103145600,103146828,
Gm16853	NR_045742	chr9	-	21405241	21411720	21411720	21411720	5	21405241,21406407,21407270,21408320,21411446,	21406085,21406936,21407367,21408562,21411720,
1700063A18Rik	NR_040467	chr1	-	95990658	96021758	96021758	96021758	3	95990658,95995413,96021726,	95990903,95995492,96021758,
Gm16897	NR_033564	chr1	-	194955758	194976959	194976959	194976959	5	194955758,194958884,194959377,194974853,194976103,	194956778,194959213,194959498,194975018,194976959,
Rbm3os	NR_033561	chrX	+	8145426	8147963	8147963	8147963	3	8145426,8146491,8147555,	8145731,8146618,8147963,
Arhgap20os	NR_033560	chr9	-	51839492	51875885	51875885	51875885	4	51839492,51840938,51842639,51875702,	51840623,51841045,51842702,51875885,
F830002L21Rik	NR_033558	chr10	+	43593426	43630913	43630913	43630913	3	43593426,43604346,43629390,	43593563,43604518,43630913,
D330041H03Rik	NR_033554	chr17	-	24409480	24414513	24414513	24414513	6	24409480,24410257,24411924,24412466,24413700,24414311,	24410171,24410353,24412083,24412574,24413928,24414513,
1700048O20Rik	NR_033553	chr9	+	121937274	121947016	121947016	121947016	5	121937274,121937975,121939418,121940683,121945610,	121937319,121938162,121939501,121940810,121947016,
