refseq_ncrna	transcript_biotype
NR_130996	processed_transcript
NR_040498	processed_transcript
NR_040499	lincRNA
NR_040715	lincRNA
NR_131041	lincRNA
NR_130958	antisense
NR_130959	antisense
NR_040479	lincRNA
NR_045378	lincRNA
NR_045377	lincRNA
NR_045792	lincRNA
NR_045185	lincRNA
NR_131103	antisense
NR_126082	antisense
NR_126073	antisense
NR_003718	lincRNA
NR_033657	lincRNA
NR_040467	lincRNA
NR_027059	lincRNA
NR_126533	lincRNA
NR_102343	processed_transcript
NR_102344	processed_transcript
NR_126556	lincRNA
NR_038039	lincRNA
NR_003630	processed_transcript
NR_138576	lincRNA
NR_045793	antisense
NR_104047	antisense
NR_130997	antisense
NR_045475	antisense
NR_029459	processed_transcript
NR_040478	lincRNA
NR_045956	lincRNA
NR_045149	lincRNA
NR_033618	processed_transcript
NR_131759	lincRNA
NR_040617	antisense
NR_131964	antisense
NR_037971	lincRNA
NR_120500	processed_transcript
NR_110513	lincRNA
NR_130318	antisense
NR_130171	antisense
NR_033640	lincRNA
NR_108103	sense_intronic
NR_040664	antisense
NR_131054	lincRNA
NR_131050	lincRNA
NR_126429	antisense
NR_045495	lincRNA
NR_037691	processed_transcript
NR_037690	processed_transcript
NR_038165	antisense
NR_038001	antisense
NR_038002	antisense
NR_040389	processed_transcript
NR_033568	antisense
NR_040497	lincRNA
NR_045423	antisense
NR_045928	antisense
NR_028368	processed_transcript
NR_028122	antisense
NR_033548	antisense
NR_028578	antisense
NR_027970	antisense
NR_040531	antisense
NR_028113	antisense
NR_045754	antisense
NR_024509	processed_transcript
NR_045476	processed_transcript
NR_131915	antisense
NR_131129	lincRNA
NR_015466	antisense
NR_040739	lincRNA
NR_040284	antisense
NR_028124	antisense
NR_040605	lincRNA
NR_040493	lincRNA
NR_033532	processed_transcript
NR_040471	lincRNA
NR_027388	lincRNA
NR_027618	processed_transcript
NR_132097	lincRNA
NR_136918	processed_transcript
NR_131000	antisense
NR_130999	antisense
NR_040763	lincRNA
NR_040643	lincRNA
NR_040545	lincRNA
NR_040482	lincRNA
NR_045470	lincRNA
NR_015535	lincRNA
NR_110420	lincRNA
NR_038005	lincRNA
NR_040412	antisense
NR_040603	antisense
NR_126486	lincRNA
NR_040283	processed_transcript
NR_030699	antisense
NR_045337	lincRNA
NR_033803	lincRNA
NR_040626	antisense
NR_036631	antisense
NR_040353	antisense
NR_040568	lincRNA
NR_015580	sense_overlapping
NR_030738	processed_transcript
NR_033542	lincRNA
NR_015598	processed_transcript
NR_045496	processed_transcript
NR_045439	antisense
NR_040464	lincRNA
NR_029384	lincRNA
NR_038023	processed_transcript
NR_015532	antisense
NR_045915	lincRNA
NR_038044	processed_transcript
NR_045046	processed_transcript
NR_132436	bidirectional_promoter_lncRNA
NR_038059	lincRNA
NR_015547	lincRNA
NR_040465	lincRNA
NR_046060	lincRNA
NR_040322	processed_transcript
NR_040589	antisense
NR_038175	antisense
NR_040761	lincRNA
NR_040455	lincRNA
NR_040755	lincRNA
NR_027883	lincRNA
NR_045978	lincRNA
NR_038097	antisense
NR_045482	lincRNA
NR_131918	antisense
NR_038157	antisense
NR_040751	lincRNA
NR_030683	processed_transcript
NR_040296	antisense
NR_029445	lincRNA
NR_045750	bidirectional_promoter_lncRNA
NR_015482	sense_intronic
NR_040590	lincRNA
NR_033625	lincRNA
NR_045800	antisense
NR_033261	lincRNA
NR_029460	processed_transcript
NR_015459	antisense
NR_038057	lincRNA
NR_126493	lincRNA
NR_126492	lincRNA
NR_131758	antisense
NR_033559	lincRNA
NR_136909	antisense
NR_046197	lincRNA
NR_045807	antisense
NR_027832	lincRNA
NR_077222	lincRNA
NR_045416	lincRNA
NR_040759	antisense
NR_045993	antisense
NR_029465	antisense
NR_045831	antisense
NR_046281	processed_transcript
NR_030730	lincRNA
NR_040679	lincRNA
NR_015462	antisense
NR_077242	lincRNA
NR_045758	lincRNA
NR_040558	lincRNA
NR_015480	antisense
NR_040752	lincRNA
NR_126088	lincRNA
NR_131044	lincRNA
NR_131043	lincRNA
NR_136929	antisense
NR_004443	antisense
NR_033560	antisense
NR_131051	lincRNA
NR_040765	antisense
NR_131005	lincRNA
NR_131006	lincRNA
NR_045949	antisense
NR_030729	lincRNA
NR_045396	lincRNA
NR_045397	lincRNA
NR_040500	antisense
NR_045909	lincRNA
NR_131122	lincRNA
NR_040356	processed_transcript
NR_040633	processed_transcript
NR_040676	antisense
NR_040675	antisense
NR_040392	lincRNA
NR_030676	antisense
NR_040604	antisense
NR_131161	lincRNA
NR_045845	lincRNA
NR_045812	lincRNA
NR_045814	antisense
NR_002452	lincRNA
NR_130973	lincRNA
NR_130974	lincRNA
NR_040714	antisense
NR_040767	lincRNA
NR_002855	antisense
NR_040696	lincRNA
NR_015605	lincRNA
NR_040378	lincRNA
NR_040741	bidirectional_promoter_lncRNA
NR_105026	lincRNA
NR_040386	antisense
NR_045705	lincRNA
NR_131071	lincRNA
NR_040542	antisense
NR_131034	antisense
NR_045334	lincRNA
NR_036453	processed_transcript
NR_040699	lincRNA
NR_034038	lincRNA
NR_001583	lincRNA
NR_045428	antisense
NR_038032	lincRNA
NR_027872	antisense
NR_036630	antisense
NR_040697	lincRNA
NR_126544	antisense
NR_003293	processed_transcript
NR_038013	lincRNA
NR_131016	antisense
NR_045699	lincRNA
NR_045700	lincRNA
NR_131166	lincRNA
NR_138098	antisense
NR_138099	antisense
NR_105029	antisense
NR_105030	antisense
NR_131929	lincRNA
NR_040725	lincRNA
NR_131930	lincRNA
NR_015600	antisense
NR_137285	antisense
NR_027298	antisense
NR_110354	processed_transcript
NR_015529	processed_transcript
NR_040731	lincRNA
NR_028417	antisense
NR_033616	lincRNA
NR_040638	lincRNA
NR_033566	antisense
NR_045895	antisense
NR_131914	lincRNA
NR_037979	lincRNA
NR_045291	processed_transcript
NR_045292	processed_transcript
NR_131196	antisense
NR_110509	lincRNA
NR_037987	lincRNA
NR_133649	processed_transcript
NR_045842	antisense
NR_029437	lincRNA
NR_045954	lincRNA
NR_001461	antisense
NR_126464	sense_intronic
NR_040548	lincRNA
NR_126426	lincRNA
NR_028114	processed_transcript
NR_038349	processed_transcript
NR_045801	lincRNA
NR_111937	processed_transcript
NR_045506	lincRNA
NR_045902	antisense
NR_045806	antisense
NR_040365	antisense
NR_040362	processed_transcript
NR_040373	antisense
NR_040641	antisense
NR_040754	lincRNA
NR_040685	lincRNA
NR_045371	lincRNA
NR_038127	antisense
NR_038128	antisense
NR_045979	antisense
NR_040317	lincRNA
NR_040672	antisense
NR_027965	antisense
NR_131057	lincRNA
NR_040621	processed_transcript
NR_131014	antisense
NR_130167	lincRNA
NR_027137	antisense
NR_040770	lincRNA
NR_040756	lincRNA
NR_040649	antisense
NR_015510	bidirectional_promoter_lncRNA
NR_046027	lincRNA
NR_040303	lincRNA
NR_015517	lincRNA
NR_110333	processed_transcript
NR_040480	lincRNA
NR_038162	antisense
NR_040579	lincRNA
NR_040529	antisense
NR_102283	processed_transcript
NR_040532	lincRNA
NR_040533	lincRNA
NR_046062	antisense
NR_015555	lincRNA
NR_040611	lincRNA
NR_040612	lincRNA
NR_045907	lincRNA
NR_045803	lincRNA
NR_045810	lincRNA
NR_033431	lincRNA
NR_033432	lincRNA
NR_015468	lincRNA
NR_033433	lincRNA
NR_027448	lincRNA
NR_015464	lincRNA
NR_033634	lincRNA
NR_045795	lincRNA
NR_045290	lincRNA
NR_046164	lincRNA
NR_131123	lincRNA
NR_015472	lincRNA
NR_130960	lincRNA
NR_108021	lincRNA
NR_027930	lincRNA
NR_040713	lincRNA
NR_045743	lincRNA
NR_045740	lincRNA
NR_045063	lincRNA
NR_040309	lincRNA
NR_108037	lincRNA
NR_040433	lincRNA
NR_130160	lincRNA
NR_045991	lincRNA
NR_045701	lincRNA
NR_045326	lincRNA
NR_045668	lincRNA
NR_045916	lincRNA
NR_033481	lincRNA
NR_033457	lincRNA
NR_045881	lincRNA
NR_045379	lincRNA
NR_105022	lincRNA
NR_045403	lincRNA
NR_045381	lincRNA
NR_027904	lincRNA
NR_015475	lincRNA
NR_045879	lincRNA
NR_125720	lincRNA
NR_040556	lincRNA
NR_045728	lincRNA
NR_046209	lincRNA
NR_046210	lincRNA
NR_045503	lincRNA
NR_130157	lincRNA
NR_130166	lincRNA
NR_045660	lincRNA
NR_131019	lincRNA
NR_102303	lincRNA
NR_045162	lincRNA
NR_131023	lincRNA
NR_045977	lincRNA
NR_015587	lincRNA
NR_040305	lincRNA
NR_037666	lincRNA
NR_040518	lincRNA
NR_046162	lincRNA
NR_040374	lincRNA
NR_033631	lincRNA
NR_045709	lincRNA
NR_038027	lincRNA
NR_038028	lincRNA
NR_038016	lincRNA
NR_045353	lincRNA
NR_130956	lincRNA
NR_015524	lincRNA
NR_045338	lincRNA
NR_045344	lincRNA
NR_045716	lincRNA
NR_131151	lincRNA
NR_045966	lincRNA
NR_044986	lincRNA
NR_038172	lincRNA
NR_038173	lincRNA
NR_033514	lincRNA
NR_046081	lincRNA
NR_136760	lincRNA
NR_038049	lincRNA
NR_045752	lincRNA
NR_045295	lincRNA
NR_045783	lincRNA
NR_045355	lincRNA
NR_045330	lincRNA
NR_015567	lincRNA
NR_033198	lincRNA
NR_045329	lincRNA
NR_028427	lincRNA
NR_045318	lincRNA
